"Codigo","Descricao","Pasta","Familia","Subfamilia","Segmento","TemProjeto","TemBloco","TemRender"
"S150670","KIT PRATELEIRA GRADEADA REMOVIVEL PARA LINHA AMERICANA 600MM","D:\2022\COCÇÃO\LINHA AMERICANA\KITS\S150670 - KIT PRATELEIRA GRADEADA REMOVIVEL PARA LINHA AMERICANA 600MM","COCÇÃO","LINHA AMERICANA","KITS","True","True","True"
"S150671","KIT PRATELEIRA GRADEADA REMOVIVEL PARA LINHA AMERICANA 900MM","D:\2022\COCÇÃO\LINHA AMERICANA\KITS\S150671 - KIT PRATELEIRA GRADEADA REMOVIVEL PARA LINHA AMERICANA 900MM","COCÇÃO","LINHA AMERICANA","KITS","False","False","False"
"S150672","KIT PRATELEIRA GRADEADA REMOVÍVEL P LINHA AMERICANA 1200MM","D:\2022\COCÇÃO\LINHA AMERICANA\KITS\S150672 - KIT PRATELEIRA GRADEADA REMOVÍVEL P LINHA AMERICANA 1200MM","COCÇÃO","LINHA AMERICANA","KITS","True","False","False"
"S150673","KIT SUPORTE PARA UTENSILIOS PARA LINHA AMERICANA 300MM","D:\2022\COCÇÃO\LINHA AMERICANA\KITS\S150673 - KIT SUPORTE PARA UTENSILIOS PARA LINHA AMERICANA 300MM","COCÇÃO","LINHA AMERICANA","KITS","True","True","True"
"S150674","KIT SUPORTE PARA UTENSILIOS PARA LINHA AMERICANA 600MM","D:\2022\COCÇÃO\LINHA AMERICANA\KITS\S150674 - KIT SUPORTE PARA UTENSILIOS PARA LINHA AMERICANA 600MM","COCÇÃO","LINHA AMERICANA","KITS","True","True","True"
"S150675","KIT SUPORTE PARA UTENSILIOS LINHA AMERICANA 900MM","D:\2022\COCÇÃO\LINHA AMERICANA\KITS\S150675 - KIT SUPORTE PARA UTENSILIOS LINHA AMERICANA 900MM","COCÇÃO","LINHA AMERICANA","KITS","True","False","False"
"S150676","KIT SUPORTE PARA UTENSILIOS 1200MM","D:\2022\COCÇÃO\LINHA AMERICANA\KITS\S150676 - KIT SUPORTE PARA UTENSILIOS 1200MM","COCÇÃO","LINHA AMERICANA","KITS","False","False","False"
"S151001","ARMARIO DML 304 -100X500X1800","D:\2022\MOBILIARIO\ARMARIOS\S151001- ARMARIO DML 304 -100X500X1800","MOBILIARIO","ARMARIOS","S151001- ARMARIO DML 304 -100X500X1800","True","True","True"
"S151050","NORI BOX INOX 304 240X240X140MM","D:\2022\PROTOTIPOS\S151050 - NORI BOX INOX 304 240X240X140MM","PROTOTIPOS","S151050 - NORI BOX INOX 304 240X240X140MM","","True","True","True"
"S151052","SUSHICASE INOX 304 PORTAS DE CORRER 1500X320X290MM","D:\2022\REFRIGERAÇÃO\REFRIGERADOR\HORIZONTAL\SUSHI CASE\S151052 - SUSHICASE INOX 304 PORTAS DE CORRER 1500X320X290MM","REFRIGERAÇÃO","REFRIGERADOR","HORIZONTAL","False","False","False"
"S151055","CAMARA DE MATURAÇÃO PARA PESCADOS INOX 304 700X800X2050MM","D:\2022\PROTOTIPOS\S151055 - CAMARA DE MATURAÇÃO PARA PESCADOS INOX 304 700X800X2050MM","PROTOTIPOS","S151055 - CAMARA DE MATURAÇÃO PARA PESCADOS INOX 304 700X800X2050MM","","True","True","True"
"S151056","REFRIGERADOR BASE ESQ. INOXIDAVELINOXIDAVEL-2 PORTAS L 700- 1380X700X655 MM","D:\2022\REFRIGERAÇÃO\REFRIGERADOR\HORIZONTAL\BAIXO\S151056 - REFRIGERADOR BASE ESQ. INOXIDAVELINOXIDAVEL-2 PORTAS L 700- 1380X700X655 MM","REFRIGERAÇÃO","REFRIGERADOR","HORIZONTAL","True","True","True"
"S151057","CAMARA DE MATURAÇÃO PARA PESCADOS INOX 2 PORTS INT. 1400X800X2050MM","D:\2022\PROTOTIPOS\S151057 - CAMARA DE MATURAÇÃO PARA PESCADOS INOX 2 PORTS INT. 1400X800X2050MM","PROTOTIPOS","S151057 - CAMARA DE MATURAÇÃO PARA PESCADOS INOX 2 PORTS INT. 1400X800X2050MM","","True","True","True"
"S152073","MESA DE ENTRADA-SAIDA MAQ LAVAR 304 1000X620X900","D:\2022\MOBILIARIO\MESAS\MESA ENT. SAIDA MAQ. LAVAR\S152073 - MESA DE ENTRADA-SAIDA MAQ LAVAR 304 1000X620X900","MOBILIARIO","MESAS","MESA ENT. SAIDA MAQ. LAVAR","True","True","True"
"S152211","BANCADA ENC L PRO PRAT LISA 304 1800X700X900","D:\2022\REDES\ATACADÃO\S152211 - BANCADA ENC L PRO PRAT LISA 304 1800X700X900","REDES","ATACADÃO","S152211 - BANCADA ENC L PRO PRAT LISA 304 1800X700X900","True","True","True"
"S152650","BANCADA DE ENCOSTO PARA DESCASCADOR-700X700X500 MM","D:\2022\MOBILIARIO\MESAS\ESPECIAIS\S152650- BANCADA DE ENCOSTO PARA DESCASCADOR-700X700X500 MM","MOBILIARIO","MESAS","ESPECIAIS","True","False","False"
"S152701","TAMPO LISO DE SOBREPOR 800X700X40","D:\2022\AUXILIARES\TAMPO\S152701- TAMPO LISO DE SOBREPOR 800X700X40","AUXILIARES","TAMPO","S152701- TAMPO LISO DE SOBREPOR 800X700X40","True","True","True"
"S152759","TAMPO LISO DE ENCOSTO L  PRO-304-1600X700X40 MM","D:\2022\MOBILIARIO\TAMPO\S152759 - TAMPO LISO DE ENCOSTO L  PRO-304-1600X700X40 MM","MOBILIARIO","TAMPO","S152759 - TAMPO LISO DE ENCOSTO L  PRO-304-1600X700X40 MM","True","True","True"
"S153050","ESTANTE 4 PLANOS LISOS  304 900X500X1750","D:\2022\MOBILIARIO\ESTANTES\PLANOS LISOS\S153050 - ESTANTE 4 PLANOS LISOS  304 900X500X1750","MOBILIARIO","ESTANTES","PLANOS LISOS","True","True","True"
"S153051","ESTANTE 4 PLANOS LISOS LP INOX 304 - 1200X500X1750MM","D:\2022\MOBILIARIO\ESTANTES\PLANOS LISOS\S153051 - ESTANTE 4 PLANOS LISOS LP INOX 304 - 1200X500X1750MM","MOBILIARIO","ESTANTES","PLANOS LISOS","True","False","False"
"S153052","ESTANTE 4 PLANOS LISOS L P INOX 304 - 1500X500X1750MM","D:\2022\MOBILIARIO\ESTANTES\PLANOS LISOS\S153052 - ESTANTE 4 PLANOS LISOS L P INOX 304 - 1500X500X1750MM","MOBILIARIO","ESTANTES","PLANOS LISOS","True","True","True"
"S153053","ESTANTE 4 PLANOS PERFURADOS LP 304 900X500X1750","D:\2022\MOBILIARIO\ESTANTES\PLANOS PERFURADOS\S153053 - ESTANTE 4 PLANOS PERFURADOS LP 304 900X500X1750","MOBILIARIO","ESTANTES","PLANOS PERFURADOS","True","True","True"
"S153054","ESTANTE 4 PLANOS PERFURADOS LP INOX 304 - 1200X500X1750MM","D:\2022\MOBILIARIO\ESTANTES\PLANOS PERFURADOS\S153054 - ESTANTE 4 PLANOS PERFURADOS LP INOX 304 - 1200X500X1750MM","MOBILIARIO","ESTANTES","PLANOS PERFURADOS","True","False","False"
"S153055","ESTANTE 4 PLANOS PERFURADOS LP INOX 304 - 1500 X 500 X 1750MM","D:\2022\MOBILIARIO\ESTANTES\PLANOS PERFURADOS\S153055 - ESTANTE 4 PLANOS PERFURADOS LP INOX 304 - 1500 X 500 X 1750MM","MOBILIARIO","ESTANTES","PLANOS PERFURADOS","True","True","True"
"S153056","ESTANTE 4 PLANOS LISOS 304 1000X500X1750","D:\2022\MOBILIARIO\ESTANTES\PLANOS LISOS\S153056 - ESTANTE 4 PLANOS LISOS 304 1000X500X1750","MOBILIARIO","ESTANTES","PLANOS LISOS","True","True","True"
"S153057","ESTANTE 4 PLANOS PERFURADOS LP INOX 304 - 1000X500X1750MM","D:\2022\MOBILIARIO\ESTANTES\PLANOS PERFURADOS\S153057 - ESTANTE 4 PLANOS PERFURADOS LP INOX 304 - 1000X500X1750MM","MOBILIARIO","ESTANTES","PLANOS PERFURADOS","True","False","False"
"S153061","ESTANTE 4 PLANOS LISOS L P INOXIDAVEL 1500X500X1750MM","D:\2022\MOBILIARIO\ESTANTES\PLANOS LISOS\S153061 - ESTANTE 4 PLANOS LISOS L P INOXIDAVEL 1500X500X1750MM","MOBILIARIO","ESTANTES","PLANOS LISOS","True","False","False"
"S153062","ESTANTE 4 PLAOS PERFURADOS LP 430 900X500X1750","D:\2022\MOBILIARIO\ESTANTES\PLANOS PERFURADOS\S153062 - ESTANTE 4 PLAOS PERFURADOS LP 430 900X500X1750","MOBILIARIO","ESTANTES","PLANOS PERFURADOS","True","True","True"
"S153065","ESTANTE 4 PLANOS PERFURADOS LP INOXIDÁVEL - 1500X500X1750MM","D:\2022\MOBILIARIO\ESTANTES\PLANOS PERFURADOS\S153065 - ESTANTE 4 PLANOS PERFURADOS LP INOXIDÁVEL - 1500X500X1750MM","MOBILIARIO","ESTANTES","PLANOS PERFURADOS","True","False","False"
"S153250","PRATELEIRA SUP LISA L PRO-304-900X300MM","D:\2022\REDES\SUBWAY\PRATELEIRAS\S153250 - PRATELEIRA SUP LISA L PRO-304-900X300MM","REDES","SUBWAY","PRATELEIRAS","False","False","False"
"S153350","PRATELEIRA SUP. TUBULAR L PRO INOX 304 - 900 X 400","D:\2022\MOBILIARIO\PRATELEIRA SUPERIOR\TUBULAR\S153350 - PRATELEIRA SUP. TUBULAR L PRO INOX 304 - 900 X 400","MOBILIARIO","PRATELEIRA SUPERIOR","TUBULAR","True","False","False"
"S153352","PRATELEIRA SUP. TUBULAR L PRO INOX 304 - 1100 X 400","D:\2022\MOBILIARIO\PRATELEIRA SUPERIOR\TUBULAR\S153352 - PRATELEIRA SUP. TUBULAR L PRO INOX 304 - 1100 X 400","MOBILIARIO","PRATELEIRA SUPERIOR","TUBULAR","True","False","False"
"S153361","PRATELEIRA SUP. TUBULAR L PRO INOX 304 - 2000 X 400","D:\2022\MOBILIARIO\PRATELEIRA SUPERIOR\TUBULAR\S153361 - PRATELEIRA SUP. TUBULAR L PRO INOX 304 - 2000 X 400","MOBILIARIO","PRATELEIRA SUPERIOR","TUBULAR","True","False","False"
"S153401","PRATELEIRA SUP. TUBULAR L PRO INOX 304 - 1000 X 300","D:\2022\MOBILIARIO\PRATELEIRA SUPERIOR\TUBULAR\S153401 - PRATELEIRA SUP. TUBULAR L PRO INOX 304 - 1000 X 300","MOBILIARIO","PRATELEIRA SUPERIOR","TUBULAR","True","False","False"
"S153500","PRATELEIRA SUP LISA SOBRE MONTANTES 1 PLANO - 304 900X400X500 MM","D:\2022\MOBILIARIO\PRATELEIRA SUPERIOR\SOBRE MONTANTES\S153500 - PRATELEIRA SUP LISA SOBRE MONTANTES 1 PLANO - 304 900X400X500 MM","MOBILIARIO","PRATELEIRA SUPERIOR","SOBRE MONTANTES","False","False","False"
"S153503","PRATELEIRA SUP LISA SOBRE MONTANTES 1 PLANO-304- 1200X400X500 MM","D:\2022\MOBILIARIO\PRATELEIRA SUPERIOR\SOBRE MONTANTES\S153503 - PRATELEIRA SUP LISA SOBRE MONTANTES 1 PLANO-304- 1200X400X500 MM","MOBILIARIO","PRATELEIRA SUPERIOR","SOBRE MONTANTES","True","False","False"
"S153504","PRATELEIRA SUP LISA MONTANTES 1300X400X500","D:\2022\MOBILIARIO\PRATELEIRA SUPERIOR\SOBRE MONTANTES\S153504 - PRATELEIRA SUP LISA MONTANTES 1300X400X500","MOBILIARIO","PRATELEIRA SUPERIOR","SOBRE MONTANTES","True","True","True"
"S153509","PRATEL SUP LISA SOBRE MONTANTES 1 PLANOI - 304 -1800X400X500","D:\2022\MOBILIARIO\PRATELEIRA SUPERIOR\SOBRE MONTANTES\S153509 - PRATEL SUP LISA SOBRE MONTANTES 1 PLANOI - 304 -1800X400X500","MOBILIARIO","PRATELEIRA SUPERIOR","SOBRE MONTANTES","True","True","True"
"S153511","PRATELEIRA SUP LISA MONTANTES 2000X400X500","D:\2022\MOBILIARIO\PRATELEIRA SUPERIOR\SOBRE MONTANTES\S153511 - PRATELEIRA SUP LISA MONTANTES 2000X400X500","MOBILIARIO","PRATELEIRA SUPERIOR","SOBRE MONTANTES","True","True","True"
"S153515","PRATEL SUP LISA SOBRE MONTANTES 1 PLANO-304- 2400X400X500 MM","D:\2022\MOBILIARIO\PRATELEIRA SUPERIOR\SOBRE MONTANTES\S153515 - PRATEL SUP LISA SOBRE MONTANTES 1 PLANO-304- 2400X400X500 MM","MOBILIARIO","PRATELEIRA SUPERIOR","SOBRE MONTANTES","True","False","False"
"S153523","PRATEL SUP LISA SOBRE MONTANTES 2 PLANOS-304-1100X400X800 MM","D:\2022\MOBILIARIO\PRATELEIRA SUPERIOR\SOBRE MONTANTES\S153523 - PRATEL SUP LISA SOBRE MONTANTES 2 PLANOS-304-1100X400X800 MM","MOBILIARIO","PRATELEIRA SUPERIOR","SOBRE MONTANTES","False","False","False"
"S153526","PRATEL SUP LISA SOBRE MONTANTES 2 PLANOS-304-1400X400X800 MM","D:\2022\MOBILIARIO\PRATELEIRA SUPERIOR\SOBRE MONTANTES\S153526 - PRATEL SUP LISA SOBRE MONTANTES 2 PLANOS-304-1400X400X800 MM","MOBILIARIO","PRATELEIRA SUPERIOR","SOBRE MONTANTES","True","True","True"
"S153528","PRATEL SUP LISA SOBRE MONTANTES 2 PLANOS-304-1600X400X800MM","D:\2022\MOBILIARIO\PRATELEIRA SUPERIOR\SOBRE MONTANTES\S153528 - PRATEL SUP LISA SOBRE MONTANTES 2 PLANOS-304-1600X400X800MM","MOBILIARIO","PRATELEIRA SUPERIOR","SOBRE MONTANTES","True","False","False"
"S153530","PRATEL SUP LISA SOBRE MONTANTES 2 PLANOS-304-1800X400X800 MM","D:\2022\MOBILIARIO\PRATELEIRA SUPERIOR\SOBRE MONTANTES\S153530 - PRATEL SUP LISA SOBRE MONTANTES 2 PLANOS-304-1800X400X800 MM","MOBILIARIO","PRATELEIRA SUPERIOR","SOBRE MONTANTES","True","False","False"
"S153603","GABINETE NEUTRO COM PORTAS-INOX-304 - 1000X700X900 MM","D:\2022\MOBILIARIO\GABINETES\COM PORTA\S153603 - GABINETE NEUTRO COM PORTAS-INOX-304 - 1000X700X900 MM","MOBILIARIO","GABINETES","COM PORTA","True","False","False"
"S153609","GABINETE NEUTRO COM PORTAS-INOX-304 - 1600X700X900 MM","D:\2022\MOBILIARIO\GABINETES\COM PORTA\S153609 - GABINETE NEUTRO COM PORTAS-INOX-304 - 1600X700X900 MM","MOBILIARIO","GABINETES","COM PORTA","True","True","True"
"S153653","GABINETE NEUTRO ABERTO-INOX-304 - 1000X700X900 MM","D:\2022\MOBILIARIO\GABINETES\ABERTO\S153653 - GABINETE NEUTRO ABERTO-INOX-304 - 1000X700X900 MM","MOBILIARIO","GABINETES","ABERTO","True","False","False"
"S153663","GABINETE NEUTRO ABERTO - INOX-304 - 2000X700X900 MM","D:\2022\MOBILIARIO\GABINETES\ABERTO\S153663 - GABINETE NEUTRO ABERTO - INOX-304 - 2000X700X900 MM","MOBILIARIO","GABINETES","ABERTO","True","True","True"
"S153676","CAIXA DE GORDURA 400X300X310","D:\2022\AUXILIARES\CAIXA DE INSPEÇÃO\S153676 - CAIXA DE GORDURA 400X300X310","AUXILIARES","CAIXA DE INSPEÇÃO","S153676 - CAIXA DE GORDURA 400X300X310","True","True","True"
"S153800","GABINETE INOX-304 DE ENCOSTO COM GAVETAS 460X700X900 MM","D:\2022\MOBILIARIO\GABINETES\COM GAVETAS\S153800 - GABINETE INOX-304 DE ENCOSTO COM GAVETAS 460X700X900 MM","MOBILIARIO","GABINETES","COM GAVETAS","True","False","False"
"S153802","GABINETE INOX-304 DE CENTRO COM GAVETAS 460X700X900 MM","D:\2022\MOBILIARIO\GABINETES\COM GAVETAS\S153802 - GABINETE INOX-304 DE CENTRO COM GAVETAS 460X700X900 MM","MOBILIARIO","GABINETES","COM GAVETAS","True","False","False"
"S153808","GRELHA DE PISO L PRO-500X150X75 MM","D:\2022\AUXILIARES\GRELHA DE PISO\S153808-GRELHA DE PISO L PRO-500X150X75 MM","AUXILIARES","GRELHA DE PISO","S153808-GRELHA DE PISO L PRO-500X150X75 MM","False","False","False"
"S153810","GRELHA DE PISO L PRO - 1000X150 X 75 MM C SAIDA LATERAL","D:\2022\AUXILIARES\GRELHA DE PISO\S153810 - GRELHA DE PISO L PRO - 1000X150 X 75 MM C SAIDA LATERAL","AUXILIARES","GRELHA DE PISO","S153810 - GRELHA DE PISO L PRO - 1000X150 X 75 MM C SAIDA LATERAL","True","False","False"
"S153812","GUICHE PARA DEVOLUCAO 304 - 4 BOX-800X400X480 MM","D:\2022\MOBILIARIO\GUICHE\COM PRATELEIRA\S153812 - GUICHE PARA DEVOLUCAO 304 - 4 BOX-800X400X480 MM","MOBILIARIO","GUICHE","COM PRATELEIRA","True","False","False"
"S153813","GUICHE PARA DEVOLUCAO 1 BOX-1000X400X480 MM","D:\2022\MOBILIARIO\GUICHE\S153813 - GUICHE PARA DEVOLUCAO 1 BOX-1000X400X480 MM","MOBILIARIO","GUICHE","S153813 - GUICHE PARA DEVOLUCAO 1 BOX-1000X400X480 MM","True","True","True"
"S153815","GUICHE PARA DEVOLUÇÃO 4 BOX-1000X400X480mm","D:\2022\MOBILIARIO\GUICHE\COM PRATELEIRA\S153815 - GUICHE PARA DEVOLUÇÃO 4 BOX-1000X400X480mm","MOBILIARIO","GUICHE","COM PRATELEIRA","True","True","True"
"S153816","GUICHE PARA DEVOLUÇÃO 6 BOX 1200X400X480mm","D:\2022\MOBILIARIO\GUICHE\COM PRATELEIRA\S153816 - GUICHE PARA DEVOLUÇÃO 6 BOX 1200X400X480mm","MOBILIARIO","GUICHE","COM PRATELEIRA","True","True","True"
"S153819","HEAT LAMP PPRAT SUP AQUEC. C CERAMICA - 500X160X80 MM","D:\2022\DISTRIBUIÇÃO\HEAT LAMP\S153819 - HEAT LAMP PPRAT SUP AQUEC. C CERAMICA - 500X160X80 MM","DISTRIBUIÇÃO","HEAT LAMP","S153819 - HEAT LAMP PPRAT SUP AQUEC. C CERAMICA - 500X160X80 MM","True","False","False"
"S153821","HEAT LAMP-1000X160X80MM-AQUEC. CERAMICA","D:\2022\DISTRIBUIÇÃO\HEAT LAMP\S153821-HEAT LAMP-1000X160X80MM-AQUEC. CERAMICA","DISTRIBUIÇÃO","HEAT LAMP","S153821-HEAT LAMP-1000X160X80MM-AQUEC. CERAMICA","True","True","True"
"S153851","SUPORTE PORTA TALHER 304 - 320X280X290MM","D:\2022\ACESSORIOS\S153851 -  SUPORTE PORTA TALHER 304 - 320X280X290MM","ACESSORIOS","S153851 -  SUPORTE PORTA TALHER 304 - 320X280X290MM","","True","False","False"
"S154003","REFRIG HORIZ ESQ. INOXIDÁVEL INT_EXT-2 PORTAS-1500X700X900MM","D:\2022\REFRIGERAÇÃO\REFRIGERADOR\HORIZONTAL\PORTA\S154003-REFRIG HORIZ ESQ. INOXIDÁVEL INT_EXT-2 PORTAS-1500X700X900MM","REFRIGERAÇÃO","REFRIGERADOR","HORIZONTAL","False","False","False"
"S154004","REFRIG HORIZ ESQ. INOXIDÁVEL-3 PORTAS-1880X700X900MM","D:\2022\REFRIGERAÇÃO\REFRIGERADOR\HORIZONTAL\PORTA\S154004-REFRIG HORIZ ESQ. INOXIDÁVEL-3 PORTAS-1880X700X900MM","REFRIGERAÇÃO","REFRIGERADOR","HORIZONTAL","False","False","False"
"S154010","REFRIG. BASE COCÇÃO 4 GAV, CAB. ESQ. INOXAL 430 - 1440x700x660mm","D:\2022\REFRIGERAÇÃO\REFRIGERADOR\HORIZONTAL\BAIXO\S154010 - REFRIG. BASE COCÇÃO 4 GAV, CAB. ESQ. INOXAL 430 - 1440x700x660mm","REFRIGERAÇÃO","REFRIGERADOR","HORIZONTAL","True","False","False"
"S154011","REFRIG BASE ESQ. INOXIDÁVEL-6 GAVETAS L 700-1880X700X660MM","D:\2022\REFRIGERAÇÃO\REFRIGERADOR\HORIZONTAL\BAIXO\S154011 - REFRIG BASE ESQ. INOXIDÁVEL-6 GAVETAS L 700-1880X700X660MM","REFRIGERAÇÃO","REFRIGERADOR","HORIZONTAL","False","False","False"
"S154012","REFRIGERADOR HORIZONTAL DIR. INOXIDÁVEL-2 PORTAS-1380X700X900 MM","D:\2022\REFRIGERAÇÃO\REFRIGERADOR\HORIZONTAL\PORTA\S154012-REFRIGERADOR HORIZONTAL DIR. INOXIDÁVEL-2 PORTAS-1380X700X900 MM","REFRIGERAÇÃO","REFRIGERADOR","HORIZONTAL","False","False","False"
"S154017","FREEZER  HORIZ DIR INOXIDAVEL INT -EXTERN 2PORTAS  1500X700X900mm","D:\2022\REFRIGERAÇÃO\FREEZER\HORIZONTAL\PORTA\S154017- FREEZER  HORIZ DIR INOXIDAVEL INT -EXTERN 2PORTAS  1500X700X900mm","REFRIGERAÇÃO","FREEZER","HORIZONTAL","True","True","True"
"S154023","REFRIGERADOR HORIZONTAL DIR. INOXIDÁVEL-2 PORTAS-1500X700X900 MM","D:\2022\REFRIGERAÇÃO\REFRIGERADOR\HORIZONTAL\PORTA\S154023-REFRIGERADOR HORIZONTAL DIR. INOXIDÁVEL-2 PORTAS-1500X700X900 MM","REFRIGERAÇÃO","REFRIGERADOR","HORIZONTAL","False","False","False"
"S154029","REFRIG HORIZ DIR. INOXIDÁVEL INT_EXT-3 PORTAS-2000X700X900 MM","D:\2022\REFRIGERAÇÃO\REFRIGERADOR\HORIZONTAL\PORTA\S154029 - REFRIG HORIZ DIR. INOXIDÁVEL INT_EXT-3 PORTAS-2000X700X900 MM","REFRIGERAÇÃO","REFRIGERADOR","HORIZONTAL","False","False","False"
"S154036","CABEÇOTE P 8 REFRI SUP HORZ 1500X410X500","D:\2022\DISTRIBUIÇÃO\CABEÇOTES\REFRIGERADO\S154036 - CABEÇOTE P 8 REFRI SUP HORZ 1500X410X500","DISTRIBUIÇÃO","CABEÇOTES","REFRIGERADO","True","True","True"
"S154037","CABECOTE P 10 GN'S REFRI. SUP. HORIZ-1860X380X500 MM","D:\2022\DISTRIBUIÇÃO\CABEÇOTES\REFRIGERADO\S154037 - CABECOTE P 10 GN'S REFRI. SUP. HORIZ-1860X380X500 MM","DISTRIBUIÇÃO","CABEÇOTES","REFRIGERADO","True","True","True"
"S154040","REFRIGERADOR VERTICAL INOXINOX 2P 700X810X2050 MM","D:\2022\REFRIGERAÇÃO\REFRIGERADOR\VERTICAL\S154040 - REFRIGERADOR VERTICAL INOXINOX 2P 700X810X2050 MM","REFRIGERAÇÃO","REFRIGERADOR","VERTICAL","True","False","False"
"S154043","REFRIG HORIZ DIR. INOXIDÁVEL -4 PORTAS-2500X700X900MM","D:\2022\REFRIGERAÇÃO\REFRIGERADOR\HORIZONTAL\PORTA\S154043 - REFRIG HORIZ DIR. INOXIDÁVEL -4 PORTAS-2500X700X900MM","REFRIGERAÇÃO","REFRIGERADOR","HORIZONTAL","False","False","False"
"S154046","REFRIGERADOR EXPOSITOR VERTICAL 1P 700X810X2050 MM","D:\2022\REFRIGERAÇÃO\REFRIGERADOR\VERTICAL\S154046 - REFRIGERADOR EXPOSITOR VERTICAL 1P 700X810X2050 MM","REFRIGERAÇÃO","REFRIGERADOR","VERTICAL","True","False","False"
"S154050","REFRIG. BASE DIR. INOX - 4 GAV. L700 - 1440x700x660mm","D:\2022\REFRIGERAÇÃO\REFRIGERADOR\HORIZONTAL\BAIXO\S154050 - REFRIG. BASE DIR. INOX - 4 GAV. L700 - 1440x700x660mm","REFRIGERAÇÃO","REFRIGERADOR","HORIZONTAL","False","False","False"
"S154061","REFRIGERADOR VERTICAL 2P BI-P. INOXIDÁVEL- 700X800X2050 MM","D:\2022\REFRIGERAÇÃO\REFRIGERADOR\VERTICAL\S154061 - REFRIGERADOR VERTICAL 2P BI-P. INOXIDÁVEL- 700X800X2050 MM","REFRIGERAÇÃO","REFRIGERADOR","VERTICAL","True","False","False"
"S154062","REFRIGERADOR VERTICAL 4 P BI-P. INOXIDAVEL INTEXT  1400X800X2050 MM","D:\2022\REFRIGERAÇÃO\REFRIGERADOR\VERTICAL\S154062 - REFRIGERADOR VERTICAL 4 P BI-P. INOXIDAVEL INTEXT  1400X800X2050 MM","REFRIGERAÇÃO","REFRIGERADOR","VERTICAL","True","True","True"
"S154063","FREEZER HORIZ ESQ. INOXIDÁVEL INT_EXT 2 PORTAS-1500X700X900MM","D:\2022\REFRIGERAÇÃO\FREEZER\HORIZONTAL\PORTA\S154063 - FREEZER HORIZ ESQ. INOXIDÁVEL INT_EXT 2 PORTAS-1500X700X900MM","REFRIGERAÇÃO","FREEZER","HORIZONTAL","False","False","False"
"S154066","REFRIGERADOR VERTICAL 2 PORTAS INT. INOX INOX 430 - 1400X800X2050 MM","D:\2022\REFRIGERAÇÃO\REFRIGERADOR\VERTICAL\S154066 - REFRIGERADOR VERTICAL 2 PORTAS INT. INOX INOX 430 - 1400X800X2050 MM","REFRIGERAÇÃO","REFRIGERADOR","VERTICAL","True","True","True"
"S154073","MINI CAMARA RESFRIADA VERTICAL 2P 1000 INOXIDÁVEL INTEXT","D:\2022\REFRIGERAÇÃO\MINI CÂMARA\S154073 - MINI CAMARA RESFRIADA VERTICAL 2P 1000 INOXIDÁVEL INTEXT","REFRIGERAÇÃO","MINI CÂMARA","S154073 - MINI CAMARA RESFRIADA VERTICAL 2P 1000 INOXIDÁVEL INTEXT","True","True","True"
"S154074","MINI CAMARA CONGELADA VERTICAL 2P 1000 INOXIDÁVEL INTEXT","D:\2022\REFRIGERAÇÃO\MINI CÂMARA\S154074 - MINI CAMARA CONGELADA VERTICAL 2P 1000 INOXIDÁVEL INTEXT","REFRIGERAÇÃO","MINI CÂMARA","S154074 - MINI CAMARA CONGELADA VERTICAL 2P 1000 INOXIDÁVEL INTEXT","True","True","True"
"S154094","CABEÇOTE P 5 GNS REFRI SOBREPOR HORIZ 965X380X150","D:\2022\DISTRIBUIÇÃO\CABEÇOTES\REFRIGERADO\S154094 - CABEÇOTE P 5 GNS REFRI SOBREPOR HORIZ 965X380X150","DISTRIBUIÇÃO","CABEÇOTES","REFRIGERADO","True","True","True"
"S154101","TAMPO LISO INOX-304 ENCOSTO PREFFRZ HORIZONTAL 1000 MM","D:\2022\REFRIGERAÇÃO\TAMPO\S154101 - TAMPO LISO INOX-304 ENCOSTO PREFFRZ HORIZONTAL 1000 MM","REFRIGERAÇÃO","TAMPO","S154101 - TAMPO LISO INOX-304 ENCOSTO PREFFRZ HORIZONTAL 1000 MM","True","True","True"
"S154102","TAMPO LISO INOX-304 ENCOSTO P_REF_FRZ HORIZONTAL 1380MM","D:\2022\REFRIGERAÇÃO\TAMPO\S154102 - TAMPO LISO INOX-304 ENCOSTO P_REF_FRZ HORIZONTAL 1380MM","REFRIGERAÇÃO","TAMPO","S154102 - TAMPO LISO INOX-304 ENCOSTO P_REF_FRZ HORIZONTAL 1380MM","True","False","False"
"S154103","TAMPO LISO INOX-304 ENCOSTO PREFFRZ HORIZONTAL 1500 MM","D:\2022\REFRIGERAÇÃO\TAMPO\S154103-TAMPO LISO INOX-304 ENCOSTO PREFFRZ HORIZONTAL 1500 MM","REFRIGERAÇÃO","TAMPO","S154103-TAMPO LISO INOX-304 ENCOSTO PREFFRZ HORIZONTAL 1500 MM","True","True","True"
"S154104","TAMPO LISO ENCOSTO P REFRFRZ HOR. INOX 304 - 1880 MM","D:\2022\REFRIGERAÇÃO\TAMPO\S154104 - TAMPO LISO ENCOSTO P REFRFRZ HOR. INOX 304 - 1880 MM","REFRIGERAÇÃO","TAMPO","S154104 - TAMPO LISO ENCOSTO P REFRFRZ HOR. INOX 304 - 1880 MM","True","True","True"
